timestamp,Robin_office_Shirlene,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed
09-Jan-16,30.9192,8.6,,7.5,,,993.4,170,5.1
09-Jan-16,30.9192,9,,7.7,,,993.5,170,4.6
09-Jan-16,30.9192,9.7,,8.1,,,993.1,160,5.7
09-Jan-16,30.9192,10.6,,8.2,,,992.3,170,5.7
09-Jan-16,30.9192,10.7,,8.4,,2,991.4,180,7.2
09-Jan-16,30.9192,10.4,,8.3,,,990.5,180,5.7
09-Jan-16,30.9192,10.9,,8.2,,,989.4,180,6.2
09-Jan-16,30.9192,10.8,,7.9,,,988.6,170,6.2
09-Jan-16,30.9192,10.6,,7.9,,,987,160,8.2
09-Jan-16,30.9192,9.9,,8.8,,,985.6,160,8.8
09-Jan-16,30.9192,9.9,,8.3,,,983.9,160,9.8
09-Jan-16,30.9192,9.8,,8,,,983.3,160,7.7
09-Jan-16,30.9192,10.2,,8,,,982.7,180,8.8
09-Jan-16,30.9192,6.9,,6,,,983.3,210,7.7
09-Jan-16,30.9192,7,,5.5,,,983.1,180,6.2
09-Jan-16,30.9192,6.5,,5.2,,,982.5,170,5.7
10-Jan-16,30.9192,6.8,,5.1,,40,982.9,210,8.2
10-Jan-16,30.9192,6.2,,4.3,,,983,200,7.2
10-Jan-16,30.9192,6.3,,3,,,983,210,7.2
10-Jan-16,30.9192,5.4,0,3.2,,,983.2,190,4.6
10-Jan-16,30.9192,5.6,0,3.3,,,983.1,200,5.1
10-Jan-16,30.9192,5.5,,3.1,,,983.3,180,4.1
10-Jan-16,30.9192,6.3,,3.5,,,983.2,180,3.6
10-Jan-16,30.9192,6.3,,3.1,,,983.8,210,6.7
10-Jan-16,30.9192,5.6,,3.1,,,984.2,210,6.7
10-Jan-16,30.9192,5.6,,3.6,,,985.2,200,4.6
10-Jan-16,30.9192,6.2,,4.3,,,985.6,200,4.6
10-Jan-16,30.9192,7,,4.7,,,985.9,190,3.1
10-Jan-16,30.9192,7.8,0,4.6,,0,985.8,210,6.2
10-Jan-16,30.9192,8.7,0,4.3,,,985.4,220,5.7
10-Jan-16,30.9192,7.9,,4.6,,,985.3,190,5.1
10-Jan-16,30.9192,7.5,,4.5,,,985.4,180,3.6
10-Jan-16,30.9192,6.7,,3.1,,,985.8,190,4.6
10-Jan-16,30.9192,6.1,,3.5,,,986.2,190,4.6
10-Jan-16,30.9192,5.2,,3.4,,,986.6,180,3.6
10-Jan-16,30.9192,5.1,0,3.5,,,986.8,170,5.1
10-Jan-16,30.9192,5.1,,3.5,,,987.2,180,3.6
10-Jan-16,30.9192,5.4,,3.7,,,987.1,170,3.1
10-Jan-16,30.9192,5,,3.5,,,986.7,150,3.6
10-Jan-16,30.9192,6.1,,4.2,,,986.4,160,4.1
11-Jan-16,30.9192,5.3,,4.6,,20,985.6,140,2.6
11-Jan-16,30.9192,5.7,,5.2,,,984.7,140,4.1
11-Jan-16,30.9192,5.6,,5.2,,,983.2,140,3.1
11-Jan-16,30.9192,6.6,,6.3,,,982,140,4.6
11-Jan-16,30.9192,6.3,,5.6,,,981,230,2.6
11-Jan-16,30.9192,6.1,,5,,,980.1,220,5.7
11-Jan-16,30.9192,5.4,,4.9,,,979.3,150,4.1
11-Jan-16,30.9192,5.6,,5.3,,,978.8,160,3.1
11-Jan-16,30.9192,5.8,,4.8,,,978.7,190,3.6
11-Jan-16,30.9192,6.2,,5.5,,,979.3,210,3.6
11-Jan-16,30.9192,6,,5.5,,,979.9,270,3.1
11-Jan-16,30.9192,6.1,,5.5,,,980.4,260,3.6
11-Jan-16,30.9192,6.7,,5.3,,10,981,250,4.6
11-Jan-16,30.9192,6.7,,5.2,,,981.1,260,4.6
11-Jan-16,30.9192,6.8,,4.8,,,981.6,270,3.1
11-Jan-16,30.9192,7.1,,5.1,,,982.3,280,3.1
11-Jan-16,30.9192,6.4,,5.1,,,983.1,260,4.6
11-Jan-16,30.9192,6.2,,5.3,,,984.1,260,5.1
11-Jan-16,30.9192,5.8,,4.8,,,985,270,3.6
11-Jan-16,30.9192,6.1,,5.1,,,985.9,260,5.1
11-Jan-16,30.9192,5.7,,4.7,,,986.7,260,4.6
11-Jan-16,30.9192,4.8,0,3.9,,,987.5,270,3.6
11-Jan-16,30.9192,4.4,,3.5,,,988.5,260,5.1
11-Jan-16,30.9192,4.6,,3.7,,,989.5,270,4.1
12-Jan-16,30.9192,3.2,0,2.6,,0,990.4,260,4.1
12-Jan-16,30.9192,4,,3.6,,,991.4,260,4.6
12-Jan-16,30.9192,4.4,,3.5,,,992.3,260,6.2
12-Jan-16,30.9192,4.2,0,3.3,,,992.9,260,5.1
12-Jan-16,30.9192,4.7,,3.5,,,993.3,260,7.2
12-Jan-16,30.9192,5,,3,,,,260,6.7
12-Jan-16,30.9192,5,,2,,,,250,6.2
12-Jan-16,30.9192,4.4,,2.7,,,994.9,250,6.2
12-Jan-16,30.9192,4.3,0,2.5,,,995.2,250,7.2
12-Jan-16,30.9192,4.6,0,2.2,,,996.1,250,6.2
12-Jan-16,30.9192,5.7,,2.5,,,996.5,240,6.2
12-Jan-16,30.9192,6.3,,2.5,,,996.9,250,8.8
12-Jan-16,30.9192,6.4,,2.9,,0,997.2,260,7.7
12-Jan-16,30.9192,6.9,,3.4,,,997.2,260,7.7
12-Jan-16,30.9192,7.2,,3.3,,,997.6,270,8.8
12-Jan-16,30.9192,6.6,,4.1,,,998.6,270,6.2
12-Jan-16,30.9192,5.6,,3.5,,,999.5,260,6.7
12-Jan-16,30.9192,5.8,,3.2,,,1000.6,270,6.7
12-Jan-16,30.9192,5.8,,3.3,,,1001.3,260,7.2
12-Jan-16,30.9192,6.1,,2.8,,,1001.9,280,8.2
12-Jan-16,30.9192,6.3,,2.8,,,1003.4,290,8.8
12-Jan-16,30.9192,6,,2.9,,,1004.8,290,7.2
12-Jan-16,30.9192,5.5,,2.7,,,1006.8,290,6.7
12-Jan-16,30.9192,5.3,,3.2,,,1008,290,7.2
13-Jan-16,30.9192,5,,3.4,,4,1009.3,300,7.7
13-Jan-16,30.9192,5.2,,3.4,,,1010.3,280,5.1
13-Jan-16,30.9192,5.3,,2.5,,,1011.4,280,5.1
13-Jan-16,30.9192,4.9,,1.8,,,1012.2,290,5.1
13-Jan-16,30.9192,3.7,,1,,,1013,270,4.6
13-Jan-16,30.9192,2.6,0,0.5,,,1014.2,260,4.6
13-Jan-16,30.9192,2.4,0,0.3,,,1014.9,270,3.6
13-Jan-16,30.9192,2.5,,0.7,,,1015.3,270,5.1
13-Jan-16,30.9192,2.3,,0.6,,,1015.6,260,5.7
13-Jan-16,30.9192,2.8,,0.7,,,1016.2,260,4.6
13-Jan-16,30.9192,4.4,,1.4,,,1016.4,270,5.1
13-Jan-16,30.9192,4.8,,1.5,,,1016.6,270,5.1
13-Jan-16,30.9192,5.4,,1.4,,0,1016.3,260,5.7
13-Jan-16,30.9192,6.1,,0.2,,,1015.8,240,5.1
13-Jan-16,30.9192,6.8,,1.1,,,1015.2,220,4.6
13-Jan-16,30.9192,6.4,,0.9,,,1014.6,210,4.6
13-Jan-16,30.9192,6.1,,1,,,1013.8,170,3.1
13-Jan-16,30.9192,6,,1.1,,,1013,170,4.1
13-Jan-16,30.9192,5.4,,1.9,,,1012.4,170,4.1
13-Jan-16,30.9192,5.6,,2.8,,,1011.4,180,4.6
13-Jan-16,30.9192,5.6,,3.1,,,1010.5,190,5.1
13-Jan-16,30.9192,4.9,,3.5,,,1010,200,8.8
13-Jan-16,30.9192,4.8,,3.7,,,1008.7,180,5.1
13-Jan-16,30.9192,5,,3.8,,,1007.6,180,4.6
14-Jan-16,30.9192,4.9,,4.1,,20,1006.4,180,4.1
14-Jan-16,30.9192,4.9,,4.4,,,1005.5,210,5.1
14-Jan-16,30.9192,4.4,,3.2,,,1005.1,260,5.1
14-Jan-16,30.9192,3.6,,2.7,,,1004.7,240,4.6
14-Jan-16,30.9192,2.6,,1.8,,,1004.5,260,5.1
14-Jan-16,30.9192,2.9,,1.7,,,1004,250,6.7
14-Jan-16,30.9192,2.3,0,1.2,,,1004,260,5.1
14-Jan-16,30.9192,2.3,0,0.7,,,1003.8,260,4.6
14-Jan-16,30.9192,2.5,0,0.7,,,1003.4,240,6.2
14-Jan-16,30.9192,3.2,,1.1,,,1003.9,250,6.2
14-Jan-16,30.9192,3.3,,1.4,,,1004.2,270,5.7
14-Jan-16,30.9192,4.6,,1.2,,,1004.8,280,6.7
14-Jan-16,30.9192,4.6,,1.4,,2,1005.1,280,6.2
14-Jan-16,30.9192,4.9,,0.9,,,1005.7,290,7.2
14-Jan-16,30.9192,5.2,,0.8,,,1006.4,300,7.2
14-Jan-16,30.9192,5,,-0.2,,,1007.4,290,7.7
14-Jan-16,30.9192,4.8,,-2.2,,,1008.5,300,8.8
14-Jan-16,30.9192,3.8,0,-3.3,,,1009.5,300,6.7
14-Jan-16,30.9192,3.6,0,-3.4,,,1010.4,300,7.2
14-Jan-16,30.9192,3.5,0,-3,,,1011,300,8.8
14-Jan-16,30.9192,3.3,0,-3,,,1011.9,300,7.2
14-Jan-16,30.9192,3.1,0,-3,,,1012.5,300,6.7
14-Jan-16,30.9192,3.2,0,-3,,,1013.1,300,7.2
14-Jan-16,30.9192,2.6,0,-2.4,,,1014,290,5.1
15-Jan-16,30.2096,2.1,0,-1.6,,0,1014.5,290,5.7
15-Jan-16,26.7096,2,0,-1,,,1014.8,280,4.1
15-Jan-16,20.75,1.6,0,-1.3,,,1015.3,280,4.1
15-Jan-16,21.75,2.1,0,-0.8,,,1015.5,280,5.7
15-Jan-16,21.25,1.6,,-0.7,,,1016,290,4.6
15-Jan-16,20.5,1.5,,-0.5,,,1016.7,280,3.6
15-Jan-16,22.25,1.1,,-0.6,,,1017.2,290,2.6
15-Jan-16,29,1.8,,-0.5,,,1017.7,300,4.6
15-Jan-16,31.75,2.1,,-0.6,,,1018,280,4.6
15-Jan-16,39.5,1.8,,-0.7,,,1018.7,290,3.6
15-Jan-16,44.5,2.9,,-0.4,,,1019.6,300,4.1
15-Jan-16,47.75,4,0,-1,,,,310,5.1
15-Jan-16,47,4.5,0,-1.9,,0,1020.8,340,3.6
15-Jan-16,49.25,5.6,0,-1,,,1021.1,310,5.1
15-Jan-16,49.5,5.4,,-0.6,,,1021.6,310,5.1
15-Jan-16,49.75,5.6,,-0.4,,,1022.1,310,5.7
15-Jan-16,53.5,4.8,,-0.5,,,1023,300,5.1
15-Jan-16,53,4,0,-0.1,,,1023.3,290,5.1
15-Jan-16,48.75,3.5,0,-0.2,,,1023.9,290,4.6
15-Jan-16,40.75,2.5,0,0,,,1024.2,270,3.6
15-Jan-16,35.5,2.1,,-0.9,,,1024.5,270,3.6
15-Jan-16,32,3.3,,-0.6,,,1024.8,280,4.1
15-Jan-16,31.75,2.8,,-0.7,,,1025.1,300,3.6
15-Jan-16,30.5,2.6,,0,,,1025.8,290,2.6
16-Jan-16,26,2.4,,0,,0,1026.4,280,3.1
16-Jan-16,28,2.2,,0.3,,,1026.8,290,3.1
16-Jan-16,27.5,2.4,,0.6,,,1027.1,290,3.6
16-Jan-16,22.5,2,,0.3,,,1027.4,290,3.1
16-Jan-16,21.75,1.2,,-0.2,,,1028.1,290,2.1
16-Jan-16,21.25,0.7,0,-0.7,,,1028.3,280,2.1
16-Jan-16,22.75,0.4,,-1,,,1028.4,290,2.6
16-Jan-16,24.75,0,,-1.4,,,1028.7,290,2.6
16-Jan-16,26.25,-1.1,0,-2.2,,,1029,270,2.1
16-Jan-16,23.5,-1.1,0,-2.1,,,1029.7,270,3.1
16-Jan-16,21.5,1.3,0,-1.4,,,1029.7,290,2.1
16-Jan-16,20.75,3.1,0,-0.8,,,1030.1,250,1.5
16-Jan-16,20.25,4.1,,-0.5,,0,1030,280,1.5
16-Jan-16,21.5,4.3,,-0.6,,,1029.8,280,2.6
16-Jan-16,22.25,4.9,,-0.6,,,1029.4,280,2.6
16-Jan-16,22.75,4.8,,-0.2,,,1029.2,270,3.1
16-Jan-16,22.5,3.9,,-0.4,,,1029.3,270,3.1
16-Jan-16,21,3.3,0,-0.5,,,1029.4,290,2.6
16-Jan-16,21.75,2.7,,-0.2,,,1029.1,280,1.5
16-Jan-16,21.75,2.8,,0,,,1029,270,2.1
16-Jan-16,25.75,2.9,,-0.1,,,1029.1,270,1.5
16-Jan-16,25.5,3.1,,-0.4,,,1028.7,270,2.1
16-Jan-16,25,2.9,,-0.2,,,1028.8,300,1
16-Jan-16,23.25,2.1,,0.5,,,1029,350,1
17-Jan-16,21.25,2,,0.9,,4,1028.7,60,1.5
17-Jan-16,21.75,1.6,,1,,,1028.1,90,2.6
17-Jan-16,22,1.6,,1.3,,,1027.9,120,3.6
17-Jan-16,22.25,0.9,,0.5,,,1027.5,110,3.1
17-Jan-16,21,0.4,,0,,,1027.2,90,3.1
17-Jan-16,21.75,0.3,,0,,,1027.2,100,2.6
17-Jan-16,21.5,0.3,,0.1,,,1027.2,90,3.1
17-Jan-16,21.5,0.4,,0.2,,,1027.3,90,3.1
17-Jan-16,20.5,0.7,,0.5,,,1027.1,110,3.6
17-Jan-16,21.75,0.9,,0.5,,,1027.4,120,2.1
17-Jan-16,21.75,1.6,,0.5,,,1027.5,50,1.5
17-Jan-16,21.75,2.2,,0.7,,,1027.4,110,2.6
17-Jan-16,22,3,,0.8,,20,1026.9,130,3.1
17-Jan-16,24,3.4,,1.1,,,1026.2,130,3.6
17-Jan-16,24,3.5,,1.8,,,1025.5,140,2.6
17-Jan-16,24.75,3.8,,2,,,1024.6,110,3.6
17-Jan-16,23.25,3.7,,1.8,,,1024,110,3.6
17-Jan-16,23.5,3.5,,1.8,,,1023.5,110,3.6
17-Jan-16,23.25,3.5,,1.8,,,1023.3,110,4.1
17-Jan-16,21.75,3.6,,1.5,,,1022.9,120,4.6
17-Jan-16,22,3.7,,1.3,,,1022.1,120,5.7
17-Jan-16,21.75,3.9,,1.1,,,1021.3,130,5.7
17-Jan-16,21.5,4.2,,1.4,,,1020.6,130,6.7
17-Jan-16,21.25,4.2,,2.1,,,1019.9,130,5.7
18-Jan-16,26.25,4.3,,2.7,,-1,1019.2,130,5.1
18-Jan-16,20.25,4.4,,3.2,,,1018.3,140,5.7
18-Jan-16,20,4.4,,2.8,,,1017.3,130,5.1
18-Jan-16,21.25,4.2,,2.2,,,1016.7,130,6.2
18-Jan-16,20,4,,2,,,1015.8,130,5.7
